% File: interest_1-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'net', 'income', 'JJ', 'NN', 'money paid for the use of money'
'accruing', 'net', 'VBG', 'JJ', 'money paid for the use of money'
'million', 'income', 'AB', 'NN', 'money paid for the use of money'
'sources', 'climbed', 'NNS', 'VBD', 'money paid for the use of money'
'net', 'margin', 'JJ', 'NN', 'money paid for the use of money'
'net', 'income', 'JJ', 'NN', 'money paid for the use of money'
'net', 'margin', 'JJ', 'NN', 'money paid for the use of money'
'derived', 'dividends', 'VBN', 'NNS', 'money paid for the use of money'
'Xs', 'national', 'POS', 'NP', 'a share in a company or business'
'net', 'slightly', 'JJ', 'RB', 'money paid for the use of money'
'working', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'economic', 'much', 'JJ', 'RB', 'advantage, advancement or favor'
'private', 'bankers', 'JJ', 'NNS', 'advantage, advancement or favor'
'public', 'underlying', 'JJ', 'JJ', 'readiness to give attention'
'minority', '14', 'NN', 'AB', 'a share in a company or business'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'', '', '', '', 'readiness to give attention'
'higher', 'income', 'JJR', 'NN', 'money paid for the use of money'
'%', 'birkel', 'NN', 'NP', 'a share in a company or business'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'trading', 'region', 'NN', 'NN', 'a share in a company or business'
'drop', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'company', 'oil', 'NN', 'NN', 'a share in a company or business'
'%', 'new', 'NN', 'JJ', 'a share in a company or business'
'', 'owned', '', 'VBN', 'a share in a company or business'
'liquidity', 'rate', 'NN', 'NN', 'money paid for the use of money'
'potential', 'banks', 'JJ', 'NNS', 'readiness to give attention'
'key', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'funds', 'rate', 'NNS', 'NN', 'money paid for the use of money'
'influences', 'rates', 'VBZ', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'right', 'rates', 'RB', 'NNS', 'money paid for the use of money'
'concerning', 'lockheed', 'VBG', 'NP', 'a share in a company or business'
'increase', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'earnings', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'base', 'rate', 'NN', 'NN', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'Xs', 'company', 'POS', 'NN', 'readiness to give attention'
'1987', 'rates', 'AB', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'raised', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'deductibility', 'certain', 'NN', 'JJ', 'money paid for the use of money'
'bond', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'pay', 'instead', 'VB', 'RB', 'money paid for the use of money'
'fees', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'expressed', 'ual', 'VBN', 'NP', 'readiness to give attention'
'years', 'income', 'NNS', 'NN', 'money paid for the use of money'
'', 'rate', '', 'NN', 'money paid for the use of money'
'difference', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'reduce', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'domestic', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'statement', 'fair', 'NN', 'JJ', 'advantage, advancement or favor'
'sold', 'parisian', 'VBN', 'JJ', 'a share in a company or business'
'hooker', 'company', 'NP', 'NN', 'a share in a company or business'
'weak', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'well', 'NN', 'NN', 'a share in a company or business'
'business', 'better', 'NN', 'RBR', 'a share in a company or business'
'Xs', 'superconcentrated', 'POS', 'JJ', 'readiness to give attention'
'agencies', 'korean', 'NNS', 'JJ', 'a share in a company or business'
'pessimism', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'allow', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'caused', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'banks', 'loans', 'NNS', 'NNS', 'money paid for the use of money'
'cash', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'current', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'1987', 'rates', 'AB', 'NNS', 'money paid for the use of money'
'ease', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'telephone', 'separate', 'NN', 'JJ', 'a share in a company or business'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'minority', '', 'NN', '', 'a share in a company or business'
'decline', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'key', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'pay', '', 'VBP', '', 'money paid for the use of money'
'personal', '', 'JJ', '', 'activity, etc. that one gives attention to'
'also', 'military', 'RB', 'JJ', 'a share in a company or business'
'annual', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'valued', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'base', 'rate', 'NN', 'NN', 'money paid for the use of money'
'bank', 'follows', 'NN', 'VBZ', 'a share in a company or business'
'hefty', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'tardy', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'shift', 'rate', 'NN', 'NN', 'money paid for the use of money'
'coupon', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'default', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'suspended', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'pay', 'total', 'VB', 'NN', 'money paid for the use of money'
'compound', 'reaching', 'JJ', 'NN', 'money paid for the use of money'
'compound', '', 'NN', '', 'money paid for the use of money'
'borrowing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'airways', 'companies', 'NPS', 'NNS', 'a share in a company or business'
'', 'income', '', 'NN', 'money paid for the use of money'
'skim', 'pasok', 'VB', 'NP', 'money paid for the use of money'
'mutual', 'said', 'JJ', 'VBD', 'advantage, advancement or favor'
'Xs', 'may', 'POS', 'MD', 'readiness to give attention'
'minority', 'program-maker', 'NN', 'NN', 'a share in a company or business'
'Xs', 'qintex', 'POS', 'NP', 'readiness to give attention'
'stand', 'Xs', 'VB', 'VBZ', 'advantage, advancement or favor'
'protecting', '', 'VBG', '', 'advantage, advancement or favor'
'pay', 'rate', 'VB', 'NN', 'money paid for the use of money'
'exact', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'expect', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'fit', 'people', 'JJ', 'NNS', 'advantage, advancement or favor'
'rates', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'controlling', 'honeywell', 'VBG', 'NP', 'a share in a company or business'
'difference', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'much', 'company', 'JJ', 'NN', 'readiness to give attention'
'allowing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'true', 'cost', 'JJ', 'NN', 'money paid for the use of money'
'bonds', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'sold', 'sheller-globe', 'VBD', 'NP', 'a share in a company or business'
'uXsX', 'panama', 'NP', 'NP', 'readiness to give attention'
'pensions', 'payments', 'NNS', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'falling', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'change', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'telephone', 'separate', 'NN', 'JJ', 'a share in a company or business'
'profit', 'corporate', 'NN', 'JJ', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'caused', 'payments', 'VBN', 'NNS', 'money paid for the use of money'
'cash', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'marketplace', 'society', 'NN', 'NN', 'advantage, advancement or favor'
'cut', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'priced', 'rate', 'VBN', 'NN', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'net', 'revenue', 'JJ', 'NN', 'money paid for the use of money'
'net', 'margin', 'JJ', 'NN', 'money paid for the use of money'
'declining', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'reduced', 'rate', 'VBN', 'NN', 'money paid for the use of money'
'westmin', 'oil', 'NP', 'NN', 'a share in a company or business'
'made', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'majority', 'italian-based', 'NN', 'JJ', 'a share in a company or business'
'minority', 'landini', 'NN', 'NP', 'a share in a company or business'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'', 'adjustable', '', 'JJ', 'money paid for the use of money'
'14', '', 'AB', '', 'money paid for the use of money'
'lower', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'costs', 'dividends', 'NNS', 'NNS', 'money paid for the use of money'
'provide', 'reset', 'VBP', 'NN', 'money paid for the use of money'
'caused', 'junk', 'VBD', 'NN', 'money paid for the use of money'
'annual', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'equity', 'divided', 'NN', 'VBN', 'a share in a company or business'
'pursue', '', 'VB', '', 'activity, etc. that one gives attention to'
'said', 'merger', 'VBD', 'NN', 'readiness to give attention'
'ge', 'electrical', 'NP', 'JJ', 'a share in a company or business'
'decline', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'inflation', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'%', 'rate', 'NN', 'NN', 'money paid for the use of money'
'also', 'consumer', 'RB', 'NN', 'a share in a company or business'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'corpX', 'making', 'NP', 'VBG', 'a share in a company or business'
'separate', 'principal', 'JJ', 'JJ', 'money paid for the use of money'
'higher', 'rate', 'JJR', 'NN', 'money paid for the use of money'
'%', 'tank', 'NN', 'NN', 'a share in a company or business'
'company', 'publishing', 'NN', 'VBG', 'a share in a company or business'
'controlling', 'sprint', 'JJ', 'NP', 'a share in a company or business'
'net', 'margin', 'JJ', 'NN', 'money paid for the use of money'
'net', 'income', 'JJ', 'NN', 'money paid for the use of money'
'million', 'payments', 'AB', 'NNS', 'money paid for the use of money'
'Xs', 'protecting', 'POS', 'VBG', 'readiness to give attention'
'falling', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'feel', 'rates', 'VBP', 'NNS', 'money paid for the use of money'
'X', 'hotels', 'POS', 'NNS', 'readiness to give attention'
'debt', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'debt', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'Xs', 'never', 'POS', 'RB', 'readiness to give attention'
'things', 'debt', 'NNS', 'NN', 'money paid for the use of money'
'debt', '1980s', 'NN', 'NNS', 'money paid for the use of money'
'net', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'taken', 'religion', 'VBN', 'NN', 'readiness to give attention'
'intense', 'among', 'JJ', 'IN', 'readiness to give attention'
'commercial', 'intense', 'JJ', 'JJ', 'readiness to give attention'
'broad', 'cholesterol', 'JJ', 'NN', 'readiness to give attention'
'watching', '', 'VBG', '', 'readiness to give attention'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'noted', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'reinvested', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'voting', '', 'NN', '', 'a share in a company or business'
'presidency', '', 'NN', '', 'readiness to give attention'
'best', 'cooperate', 'JJS', 'VB', 'advantage, advancement or favor'
'japanese', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'Xs', 'rate', 'POS', 'NN', 'money paid for the use of money'
'allowing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'reduce', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'national', 'four', 'JJ', 'AB', 'advantage, advancement or favor'
'changes', '-', 'NNS', '?', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'tremendous', 'protection', 'JJ', 'NN', 'readiness to give attention'
'changes', 'income', 'NNS', 'NN', 'money paid for the use of money'
'allocate', 'expenses', 'VB', 'NNS', 'money paid for the use of money'
'financing', 'expenses', 'NN', 'NNS', 'money paid for the use of money'
'thus', 'expenses', 'RB', 'NNS', 'money paid for the use of money'
'consolidate', 'expenses', 'VB', 'NNS', 'money paid for the use of money'
'comparable', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'open', 'number', 'JJ', 'NN', 'a share in a company or business'
'open', 'equivalent', 'JJ', 'JJ', 'a share in a company or business'
'open', 'december', 'JJ', 'NP', 'a share in a company or business'
'open', 'copper', 'JJ', 'NN', 'a share in a company or business'
'open', 'deliverable', 'JJ', 'JJ', 'a share in a company or business'
'open', 'situations', 'JJ', 'NNS', 'a share in a company or business'
'open', 'relieved', 'JJ', 'VBN', 'a share in a company or business'
'fraudulent', 'expenses', 'JJ', 'NNS', 'money paid for the use of money'
'fraudulent', 'expenses', 'JJ', 'NNS', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'also', 'financial', 'RB', 'JJ', 'a share in a company or business'
'lot', 'italian', 'NN', 'JJ', 'readiness to give attention'
'expressions', 'offers', 'NNS', 'NNS', 'readiness to give attention'
'considerable', 'first', 'JJ', 'NPS', 'readiness to give attention'
'deductibility', 'payments', 'NN', 'NNS', 'money paid for the use of money'
'serious', 'deal', 'JJ', 'NN', 'readiness to give attention'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'major', 'free', 'JJ', 'JJ', 'activity, etc. that one gives attention to'
'video', 'aANDm', 'NN', 'NP', 'a share in a company or business'
'music-publishing', '', 'JJ', '', 'a share in a company or business'
'expressed', 'mcorp', 'VBN', 'NP', 'readiness to give attention'
'%', 'new', 'NN', 'JJ', 'a share in a company or business'
'net', 'margins', 'JJ', 'NNS', 'money paid for the use of money'
'net', 'income', 'JJ', 'NN', 'money paid for the use of money'
'net', 'income', 'JJ', 'NN', 'money paid for the use of money'
'outlook', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'renewed', 'bddp', 'VBN', 'NP', 'readiness to give attention'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'pay', 'form', 'VBD', 'NN', 'money paid for the use of money'
'much', 'notes', 'JJ', 'NNS', 'money paid for the use of money'
'%', 'rate', 'NN', 'NN', 'money paid for the use of money'
'among', 'rate-sensitive', 'IN', 'JJ', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'institutional', 'recession-resistant', 'JJ', 'JJ', 'readiness to give attention'
'benefited', 'uXsX', 'VBD', 'NP', 'readiness to give attention'
'damp', 'jaguar', 'VB', 'NP', 'readiness to give attention'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'african', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'annualized', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'dictates', 'rates', 'VBZ', 'NNS', 'money paid for the use of money'
'culprit', 'rate', 'NN', 'NN', 'money paid for the use of money'
'speculation', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'', 'rate', '', 'NN', 'money paid for the use of money'
'believes', 'rate', 'VBZ', 'NN', 'money paid for the use of money'
'expressed', 'taking', 'VBN', 'VBG', 'readiness to give attention'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'equity', 'dallas-based', 'NN', 'JJ', 'a share in a company or business'
'%', 'neiman', 'NN', 'NP', 'a share in a company or business'
'substantial', 'real', 'JJ', 'JJ', 'a share in a company or business'
'depreciation', 'deductions', 'NN', 'NNS', 'money paid for the use of money'
'property', 'insufficient', 'NN', 'JJ', 'a share in a company or business'
'sell', 'company', 'VB', 'NN', 'a share in a company or business'
'reservists', 'paid', 'NPS', 'VBN', 'money paid for the use of money'
'-', 'paid', '?', 'VBN', 'money paid for the use of money'
'%', 'electronic', 'NN', 'JJ', 'a share in a company or business'
'%', 'telerate', 'NN', 'NP', 'a share in a company or business'
'german', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'expressed', 'share', 'VBD', 'NN', 'readiness to give attention'
'declare', 'publicly', 'VB', 'RB', 'readiness to give attention'
'expressed', 'company', 'VBN', 'NN', 'readiness to give attention'
'Xs', 'ferranti', 'POS', 'NP', 'readiness to give attention'
'denied', 'ferranti', 'VBD', 'NP', 'readiness to give attention'
'pay', 'periodically', 'VB', 'RB', 'money paid for the use of money'
'bonds', 'subject', 'NNS', 'JJ', 'money paid for the use of money'
'majority', 'waste', 'NN', 'NN', 'a share in a company or business'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'also', 'insurance', 'RB', 'NN', 'a share in a company or business'
'Xs', '', 'POS', '', 'advantage, advancement or favor'
'net', 'income', 'JJ', 'NN', 'money paid for the use of money'
'X', 'lest', 'POS', 'IN', 'readiness to give attention'
'considerable', 'even', 'JJ', 'RB', 'readiness to give attention'
'equity', 'north', 'NN', 'NP', 'a share in a company or business'
'primarily', 'making', 'RB', 'VBG', 'a share in a company or business'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'exchange', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'relax', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'reduce', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'rates', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'falling', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'raise', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'media', 'said', 'NNS', 'VBD', 'a share in a company or business'
'reduction', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'main', 'put', 'JJ', 'VB', 'activity, etc. that one gives attention to'
'fixed', 'rates', 'VBN', 'NNS', 'money paid for the use of money'
'memphis', 'large', 'NP', 'JJ', 'a share in a company or business'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'annual', 'expense', 'JJ', 'NN', 'money paid for the use of money'
'annual', 'savings', 'JJ', 'NNS', 'money paid for the use of money'
'best', 'company', 'JJS', 'NN', 'advantage, advancement or favor'
'rates', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'key', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'uXsX', 'rates', 'NP', 'NNS', 'money paid for the use of money'
'', 'rate', '', 'NN', 'money paid for the use of money'
'publishing', 'aANDm', 'NN', 'NP', 'a share in a company or business'
'film', 'including', 'NN', 'VBG', 'a share in a company or business'
'prevailing', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'renewed', 'acquiring', 'VBN', 'VBG', 'readiness to give attention'
'%', 'exxon', 'NN', 'NP', 'a share in a company or business'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'ownership', 'five', 'NN', 'AB', 'a share in a company or business'
'X', 'risk', 'POS', 'NN', 'advantage, advancement or favor'
'minority', 'came', 'NN', 'VBD', 'a share in a company or business'
'public', 'nXt', 'JJ', 'RB', 'advantage, advancement or favor'
'badly', 'either', 'RB', 'RB', 'advantage, advancement or favor'
'among', 'pritzkers', 'IN', 'NP', 'a share in a company or business'
'particular', 'landmark', 'JJ', 'NN', 'quality of causing attention to be given to'
'soaring', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'pay', 'issued', 'VBP', 'VBN', 'money paid for the use of money'
'concern', '40', 'NN', 'AB', 'a share in a company or business'
'hike', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'minority', 'jaguar', 'NN', 'NP', 'a share in a company or business'
'equity', 'three', 'NN', 'AB', 'a share in a company or business'
'non-controlling', 'companies', 'JJ', 'NNS', 'a share in a company or business'
'reduce', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'plan', 'accrue', 'NN', 'VB', 'money paid for the use of money'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'million', 'expenses', 'AB', 'NNS', 'money paid for the use of money'
'changes', 'income', 'NNS', 'NN', 'money paid for the use of money'
'year', 'income', 'NN', 'NN', 'money paid for the use of money'
'changes', 'income', 'NNS', 'NN', 'money paid for the use of money'
'defend', '', 'VB', '', 'advantage, advancement or favor'
'british', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'rising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'jump', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'general', 'airline', 'JJ', 'NN', 'readiness to give attention'
'increases', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'plus', 'income', 'CC', 'NN', 'money paid for the use of money'
'investor', 'foreign', 'NN', 'JJ', 'readiness to give attention'
'raised', 'rates', 'VBD', 'NNS', 'money paid for the use of money'
'foreign', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'falling', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'keeping', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'corporate', 'payments', 'JJ', 'NNS', 'money paid for the use of money'
'lows', 'blue', 'NNS', 'JJ', 'readiness to give attention'
'pay', 'guise', 'VB', 'NN', 'money paid for the use of money'
'X', 'extremely', 'POS', 'RB', 'advantage, advancement or favor'
'investor', 'broaden', 'NN', 'VB', 'readiness to give attention'
'attracted', 'two', 'VBN', 'AB', 'readiness to give attention'
'minority', 'company', 'NN', 'NN', 'a share in a company or business'
'Xs', 'prelude', 'POS', 'NN', 'readiness to give attention'
'generated', 'stock', 'VBN', 'NN', 'readiness to give attention'
'coordinated', 'rate', 'VBN', 'NN', 'money paid for the use of money'
'high', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'disillusioned', 'rate', 'VBN', 'NN', 'money paid for the use of money'
'despite', 'rate', 'IN', 'NN', 'money paid for the use of money'
'', 'corporate', '', 'JJ', 'readiness to give attention'
'including', 'expected', 'VBG', 'VBN', 'money paid for the use of money'
'possible', 'rate', 'JJ', 'NN', 'money paid for the use of money'
'high', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'additional', 'expense', 'JJ', 'NN', 'money paid for the use of money'
'accrued', '', 'JJ', '', 'money paid for the use of money'
'uXsX', 'hurt', 'NP', 'VBN', 'advantage, advancement or favor'
'uXsX', '', 'NP', '', 'advantage, advancement or favor'
'well', '', 'RB', '', 'advantage, advancement or favor'
'company', 'telecommunications', 'NN', 'NNS', 'a share in a company or business'
'annual', 'running', 'JJ', 'VBG', 'money paid for the use of money'
'athletic', 'iXeX', 'JJ', 'FW', 'advantage, advancement or favor'
'spread', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'Xs', 'income', 'POS', 'NN', 'money paid for the use of money'
'improvement', 'margin', 'NN', 'NN', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'below-market', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'cash', 'obligations', 'NN', 'NNS', 'money paid for the use of money'
'whereas', 'savings', 'IN', 'NNS', 'money paid for the use of money'
'reduced', 'expense', 'JJ', 'NN', 'money paid for the use of money'
'make', 'payments', 'VB', 'NNS', 'money paid for the use of money'
'recognized', 'women', 'VBD', 'NNS', 'activity, etc. that one gives attention to'
'Xs', 'best', 'POS', 'RB', 'advantage, advancement or favor'
'controlling', 'company', 'NN', 'NN', 'a share in a company or business'
'400,000', 'payment', 'AB', 'NN', 'money paid for the use of money'
'sure', 'business', 'JJ', 'NN', 'readiness to give attention'
'customer', 'leave', 'NN', 'VB', 'readiness to give attention'
'still', 'becoming', 'RB', 'VBG', 'readiness to give attention'
'risky', 'public', 'JJ', 'NN', 'advantage, advancement or favor'
'voting', 'uXsX', 'NN', 'NP', 'a share in a company or business'
'hold', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'strategic', 'uXsX', 'JJ', 'NP', 'advantage, advancement or favor'
'stepping', 'uXsX', 'VBG', 'NP', 'a share in a company or business'
'annual', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'public', '', 'JJ', '', 'advantage, advancement or favor'
'', '1', '', 'AB', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'special', 'one', 'JJ', 'AB', 'readiness to give attention'
'personal', 'sense', 'JJ', 'NN', 'readiness to give attention'
'always', 'education', 'RB', 'NN', 'readiness to give attention'
'reduce', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'sets', 'rate', 'VBZ', 'NN', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'raising', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'lowering', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'expressed', 'purchasing', 'VBN', 'VBG', 'readiness to give attention'
'drop', 'rates', 'NN', 'NNS', 'money paid for the use of money'
'best', 'clients', 'JJS', 'NNS', 'advantage, advancement or favor'
'cut', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'long-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'drive', 'rate', 'VB', 'NN', 'money paid for the use of money'
'odds', 'rates', 'NNS', 'NNS', 'money paid for the use of money'
'', 'rates', '', 'NNS', 'money paid for the use of money'
'short-term', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'drum', 'shares', 'VB', 'NNS', 'readiness to give attention'
'european', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'real', 'rates', 'JJ', 'NNS', 'money paid for the use of money'
'usual', '', 'JJ', '', 'readiness to give attention'
'', 'stocks', '', 'NNS', 'readiness to give attention'
'looking', 'rates', 'VBG', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'lower', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'may', 'buying', 'MD', 'VBG', 'readiness to give attention'
'cut', 'rates', 'VB', 'NNS', 'money paid for the use of money'
'pay', 'dividends', 'VB', 'NNS', 'money paid for the use of money'
'annual', '$', 'JJ', 'NN', 'money paid for the use of money'
'loses', '', 'VBZ', '', 'readiness to give attention'
'higher', 'rates', 'JJR', 'NNS', 'money paid for the use of money'
'buying', 'jaguar', 'VBG', 'NP', 'readiness to give attention'
