% File: interest_3-gram.arff
% by Dorin Diaconu, Georgiy Gegiya

@RELATION interest

@ATTRIBUTE prevwords string
@ATTRIBUTE nextwords string
@ATTRIBUTE prevtags string
@ATTRIBUTE nexttags string
@ATTRIBUTE class_senses {'readiness to give attention', 'quality of causing attention to be given to', 'activity, etc. that one gives attention to', 'advantage, advancement or favor', 'a share in a company or business', 'money paid for the use of money'}

@DATA
'one also expressed', 'mcorp Xs mvestment', 'NP RB VBN', 'NP POS NP', 'readiness to give attention'
'acquire 20 %', 'new company', 'VB AB NN', 'JJ NN', 'a share in a company or business'
'continued pressure net', 'margins', 'VBD VB JJ', 'NNS', 'money paid for the use of money'
'union Xs net', 'income squeezed lower', 'NP POS JJ', 'NN VBN JJR', 'money paid for the use of money'
'period offset net', 'income strong growth', 'NN VBD JJ', 'NN JJ NN', 'money paid for the use of money'
'gloomier outlook', 'rates bad news', 'JJR NN', 'NNS JJ NN', 'money paid for the use of money'
'may prompted renewed', 'bddp', 'MD VBN VBN', 'NP', 'readiness to give attention'
'probably nXt lower', 'rates anytime soon', 'RB RB VB', 'NNS RB RB', 'money paid for the use of money'
'pik securities pay', 'form additional securities', 'NP NNS VBD', 'NN JJ NNS', 'money paid for the use of money'
'nXt show much', 'notes', 'RB VB JJ', 'NNS', 'money paid for the use of money'
'99X579 8X08 %', 'rate 8X00 %', 'AB AB NN', 'NN AB NN', 'money paid for the use of money'
'hopes comeback among', 'rate-sensitive larger-capitalization issues', 'NNS NN IN', 'JJ JJ NNS', 'money paid for the use of money'
'easing fears high', 'rates weak pound', 'NN NNS JJ', 'NNS JJ NN', 'money paid for the use of money'
'dealers said institutional', 'recession-resistant blue-chip issues', 'NNS VBD JJ', 'JJ JJ NNS', 'readiness to give attention'
'telecom also benefited', 'uXsX cellular phone', 'NP RB VBD', 'NP JJ NN', 'readiness to give attention'
'also helped damp', 'jaguar', 'RB VBN VB', 'NP', 'readiness to give attention'
'provider suffer high', 'rates cutbacks equipment', 'NN VB JJ', 'NNS NNS NN', 'money paid for the use of money'
'increase south african', 'rates', 'NN JJ JJ', 'NNS', 'money paid for the use of money'
'annualized', 'rates certain investments', 'VBN', 'NNS JJ NNS', 'money paid for the use of money'
'decline head dictates', 'rates others simply', 'VB VB VBZ', 'NNS NNS RB', 'money paid for the use of money'
'culprit', 'rate outlook victims', 'NN', 'NN NN NNS', 'money paid for the use of money'
'amid speculation', 'rates nXt fall', 'IN NN', 'NNS RB VB', 'money paid for the use of money'
'', 'rate speculation also', '', 'NN NN RB', 'money paid for the use of money'
'believes', 'rate worries excuse', 'VBZ', 'NN NNS NN', 'money paid for the use of money'
'ford motor expressed', 'taking stake company', 'NP NP VBN', 'VBG NN NN', 'readiness to give attention'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'three factors high', 'rates australia britain', 'AB NNS JJ', 'NNS NP NP', 'money paid for the use of money'
'holds minority equity', 'dallas-based morningstar', 'VBZ NN NN', 'JJ NP', 'a share in a company or business'
'hawley 60 %', 'neiman marcus', 'NP AB NN', 'NP NP', 'a share in a company or business'
'international businessman substantial', 'real estate importing', 'JJ NN JJ', 'JJ NN VBG', 'a share in a company or business'
'claim partial depreciation', 'deductions portion loans', 'VB JJ NN', 'NNS NN NNS', 'money paid for the use of money'
'Xs legal property', 'insufficient file lawsuit', 'POS JJ NN', 'JJ VB NN', 'a share in a company or business'
'allow owners sell', 'company employees deferring', 'VBP NNS VB', 'NN NNS VBG', 'a share in a company or business'
'says repay reservists', 'paid added tax', 'VBZ VB NPS', 'VBN VBN NN', 'money paid for the use of money'
'mortgage points -', 'paid advance -', 'NP NPS ?', 'VBN NN ?', 'money paid for the use of money'
'owner 67 %', 'electronic financial information', 'NN AB NN', 'JJ JJ NN', 'a share in a company or business'
'shares 6 %', 'telerate director executive', 'NNS AB NN', 'NP NN JJ', 'a share in a company or business'
'economy collapse german', 'rates therefore rise', 'NN VB NP', 'NNS RB VB', 'money paid for the use of money'
'weeks ago expressed', 'share buy-back using', 'NNS IN VBD', 'NN NN VBG', 'readiness to give attention'
'ferranti suitors declare', 'publicly', 'NP NNS VB', 'RB', 'readiness to give attention'
'electronics companies expressed', 'company', 'NNS NNS VBN', 'NN', 'readiness to give attention'
'thomson Xs', 'ferranti intense', 'NP POS', 'NP JJ', 'readiness to give attention'
'matra sXaX denied', 'ferranti stX louis-based', 'NP NP VBD', 'NP NP JJ', 'readiness to give attention'
'zero-coupon securities pay', 'periodically', 'NN NNS VB', 'RB', 'money paid for the use of money'
'series bonds', 'subject tax include', 'NN NNS', 'JJ NN VBP', 'money paid for the use of money'
'capital corpX majority', 'waste heat recovery', 'NP NP NN', 'NN NN NN', 'a share in a company or business'
'since failed make', 'payments june nearly', 'IN VBD VB', 'NNS NP RB', 'money paid for the use of money'
'company also', 'insurance brokerage said', 'NN RB', 'NN NN VBD', 'a share in a company or business'
'nXt anybody Xs', '', 'RB NN POS', '', 'advantage, advancement or favor'
'net', 'income - income', 'JJ', 'NN ? NN', 'money paid for the use of money'
'pique customers X', 'lest image-processing become', 'VB NNS POS', 'IN NN VB', 'readiness to give attention'
'already generated considerable', 'even among customers', 'RB VBN JJ', 'RB IN NNS', 'readiness to give attention'
'japan increase equity', 'north pacific paper', 'NP VB NN', 'NP NP NP', 'a share in a company or business'
'american maize primarily', 'making corn syrups', 'NP NP RB', 'VBG NN NNS', 'a share in a company or business'
'bank nXt lower', 'rates halt dollar', 'NN RB VB', 'NNS VB NN', 'money paid for the use of money'
'intermediate targets exchange', 'rates may coincide', 'JJ NNS NN', 'NNS MD VB', 'money paid for the use of money'
'nXt ready relax', 'rates', 'RB JJ VB', 'NNS', 'money paid for the use of money'
'bush administration reduce', 'rates bring value', 'NP NN VB', 'NNS VB NN', 'money paid for the use of money'
'greenspan suggested lower', 'rates may long-term', 'NP VBD JJR', 'NNS MD JJ', 'money paid for the use of money'
'level exchange rates', 'rates may promote', 'NN NN NNS', 'NNS MD VB', 'money paid for the use of money'
'fed unlikely lower', 'rates based solely', 'NP JJ VB', 'NNS VBN RB', 'money paid for the use of money'
'take advantage falling', 'rates', 'VB NN VBG', 'NNS', 'money paid for the use of money'
'currency continue raise', 'rates', 'NN VB VB', 'NNS', 'money paid for the use of money'
'berlusconi Xs media', 'said acquired small', 'NP POS NNS', 'VBD VBD JJ', 'a share in a company or business'
'concluded sharp reduction', 'rates unlikely mrX', 'VBD JJ NN', 'NNS JJ NP', 'money paid for the use of money'
'exchange market raising', 'rates europe mrX', 'NN NN VBG', 'NNS NP NP', 'money paid for the use of money'
'main', 'put firm business', 'JJ', 'VB NN NN', 'activity, etc. that one gives attention to'
'6X25 % fixed', 'rates provide new', 'AB NN VBN', 'NNS VB JJ', 'money paid for the use of money'
'small cities memphis', 'large growing markets', 'JJ NNS NP', 'JJ JJ NNS', 'a share in a company or business'
'along hopes lower', 'rates helped push', 'IN NNS JJR', 'NNS VBN VB', 'money paid for the use of money'
'lori Xs annual', 'expense $ 3', 'NP POS JJ', 'NN NN AB', 'money paid for the use of money'
'$ 550,000 annual', 'savings', 'NN AB JJ', 'NNS', 'money paid for the use of money'
'considered fair best', 'company shareholders', 'VBN RB JJS', 'NN NNS', 'advantage, advancement or favor'
'level exchange rates', 'rates may promote', 'NN NN NNS', 'NNS MD VB', 'money paid for the use of money'
'nations raised key', 'rates', 'NNS VBD JJ', 'NNS', 'money paid for the use of money'
'planned ease uXsX', 'rates soon', 'VBD VB NP', 'NNS RB', 'money paid for the use of money'
'', 'rate fell 8X483', '', 'NN VBD AB', 'money paid for the use of money'
'real estate publishing', 'aANDm started 27', 'JJ NN NN', 'NP VBN AB', 'a share in a company or business'
'producers team film', 'including batman rain', 'NNS NN NN', 'VBG NP NN', 'a share in a company or business'
'accurately reflect prevailing', 'rates', 'RB VB VBG', 'NNS', 'money paid for the use of money'
'coX expressed renewed', 'acquiring operator seafood', 'NP VBN VBN', 'VBG NN NN', 'readiness to give attention'
'well 60 %', 'exxon corpX holds', 'NN AB NN', 'NP NP VBZ', 'a share in a company or business'
'bank nXt lower', 'rates halt currency', 'NN RB VB', 'NNS VB NN', 'money paid for the use of money'
'dollar lowering short-term', 'rates', 'NN VBG JJ', 'NNS', 'money paid for the use of money'
'buy back ownership', 'five parcels new', 'VB RB NN', 'AB NNS NP', 'a share in a company or business'
'place shareholders X', 'risk', 'VB NNS POS', 'NN', 'advantage, advancement or favor'
'months payments minority', 'came 220X6 million', 'NNS NNS NN', 'VBD AB AB', 'a share in a company or business'
'say represent public', 'nXt badly *interest', 'VBP VBP JJ', 'RB RB NNS', 'advantage, advancement or favor'
'*interest nXt badly', 'either', 'NN RB RB', 'RB', 'advantage, advancement or favor'
'among', 'pritzkers control hyatt', 'IN', 'NP NN NP', 'a share in a company or business'
'florida session particular', 'landmark florida supreme', 'NP NN JJ', 'NN NP NP', 'quality of causing attention to be given to'
'then-rampant inflation soaring', 'rates continued pace', 'JJ NN VBG', 'NNS VBD NN', 'money paid for the use of money'
'zero-coupon bonds pay', 'issued deep discount', 'JJ NNS VBP', 'VBN JJ NN', 'money paid for the use of money'
'mining finance concern', '40 gold mining', 'NN NN NN', 'AB NN NN', 'a share in a company or business'
'west germany hike', 'rates 100 basis', 'NP NP VB', 'NNS AB NN', 'money paid for the use of money'
'possibility acquiring minority', 'jaguar plc assist', 'NN VBG NN', 'NP NP VB', 'a share in a company or business'
'said sold equity', 'three south african', 'VBD VBD NN', 'AB NP NP', 'a share in a company or business'
'unit held non-controlling', 'companies since 1968', 'NN VBN JJ', 'NNS IN AB', 'a share in a company or business'
'pressure away reduce', 'payments', 'NN RB VB', 'NNS', 'money paid for the use of money'
'skip-a-month payment plan', 'accrue decide take', 'JJ NN NN', 'VB VBP VB', 'money paid for the use of money'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'$ 5X6 million', 'expenses', 'NN AB AB', 'NNS', 'money paid for the use of money'
'including price changes', 'income 28 junk', 'VBG NN NNS', 'NN AB NN', 'money paid for the use of money'
'$ 50 year', 'income', 'NN AB NN', 'NN', 'money paid for the use of money'
'including price changes', 'income municipal bond', 'VBG NN NNS', 'NN JJ NN', 'money paid for the use of money'
'potent lobbyists defend', '', 'JJ NNS VB', '', 'advantage, advancement or favor'
'said boost british', 'rates last week', 'VBD NN JJ', 'NNS JJ NN', 'money paid for the use of money'
'market concerns rising', 'rates possible recession', 'NN NNS VBG', 'NNS JJ NN', 'money paid for the use of money'
'along current high', 'rates put britain', 'IN JJ JJ', 'NNS VB NP', 'money paid for the use of money'
'week Xs jump', 'rates', 'NN POS NN', 'NNS', 'money paid for the use of money'
'getting support general', 'airline sector uXsX', 'VBG NN JJ', 'NN NN NP', 'readiness to give attention'
'week Xs increases', 'rates europe', 'NN POS NNS', 'NNS NP', 'money paid for the use of money'
'price changes plus', 'income', 'NN NNS CC', 'NN', 'money paid for the use of money'
'mild resurgence investor', 'foreign government bonds', 'JJ NN NN', 'JJ NN NNS', 'readiness to give attention'
'last week raised', 'rates', 'JJ NN VBD', 'NNS', 'money paid for the use of money'
'prapas contends foreign', 'rates probably peaked', 'NP VBZ JJ', 'NNS RB VBN', 'money paid for the use of money'
'reserve soon lower', 'rates counter fresh', 'NP RB VB', 'NNS VB JJ', 'money paid for the use of money'
'expectations falling', 'rates sparked friday', 'NNS VBG', 'NNS VBN NP', 'money paid for the use of money'
'pressures economy keeping', 'rates high increased', 'NNS NN VBG', 'NNS JJ VBN', 'money paid for the use of money'
'increased burden corporate', 'payments', 'VBN NN JJ', 'NNS', 'money paid for the use of money'
'drifted session lows', 'blue chips technology', 'VBD NN NNS', 'JJ NNS NN', 'readiness to give attention'
'lending money pay', 'guise controversial structural', 'VBG NN VB', 'NN JJ JJ', 'money paid for the use of money'
'precedence shareholders X', 'extremely dangerous free', 'NN NNS POS', 'RB JJ JJ', 'advantage, advancement or favor'
'believes investor', 'broaden second-tier stocks', 'VBZ NN', 'VB JJ NNS', 'readiness to give attention'
'first executive attracted', 'two investment partnerships', 'NP NP VBN', 'AB NN NNS', 'readiness to give attention'
'considering taking minority', 'company', 'VBG VBG NN', 'NN', 'a share in a company or business'
'interpreted ford Xs', 'prelude hostile takeover', 'VBN NP POS', 'NN JJ NN', 'readiness to give attention'
'week may generated', 'stock', 'NN MD VBN', 'NN', 'readiness to give attention'
'week Xs coordinated', 'rate increases europe', 'NN POS VBN', 'NN NNS NP', 'money paid for the use of money'
'britain Xs high', 'rate policy prompt', 'NP POS JJ', 'NN NN VB', 'money paid for the use of money'
'traders disillusioned', 'rate hike beginning', 'NNS VBN', 'NN NN VBG', 'money paid for the use of money'
'dollar firm despite', 'rate increases europe', 'NN JJ IN', 'NN NNS NP', 'money paid for the use of money'
'', 'corporate sector', '', 'JJ NN', 'readiness to give attention'
'cost bailout including', 'expected roughly $', 'NN NN VBG', 'VBN RB NN', 'money paid for the use of money'
'pay lowest possible', 'rate amount notes', 'VB JJS JJ', 'NN NN NNS', 'money paid for the use of money'
'high', 'rates example stifled', 'JJ', 'NNS NN VBN', 'money paid for the use of money'
'largely reflects additional', 'expense related share-repurchase', 'RB VBZ JJ', 'NN VBN JJ', 'money paid for the use of money'
'par plus accrued', '', 'NN CC JJ', '', 'money paid for the use of money'
'continues uXsX', 'hurt', 'VBZ NP', 'VBN', 'advantage, advancement or favor'
'policy hurts uXsX', '', 'NN VBZ NP', '', 'advantage, advancement or favor'
'policies hurt well', '', 'NNS VBP RB', '', 'advantage, advancement or favor'
'montreal-based holding company', 'telecommunications gas natural', 'JJ NN NN', 'NNS NN JJ', 'a share in a company or business'
'term loan annual', 'running prime prime', 'NN NN JJ', 'VBG JJ JJ', 'money paid for the use of money'
'school Xs athletic', 'iXeX boosters involved', 'NN POS JJ', 'FW NNS VBN', 'advantage, advancement or favor'
'year wider-than-normal spread', 'rates good economic', 'NN JJ NN', 'NNS JJ JJ', 'money paid for the use of money'
'national city Xs', 'income loans cost', 'NP NP POS', 'NN NNS NN', 'money paid for the use of money'
'year show improvement', 'margin loan rates', 'NN VB NN', 'NN NN NNS', 'money paid for the use of money'
'half kept short-term', 'rates relatively high', 'NN VBD JJ', 'NNS RB JJ', 'money paid for the use of money'
'tied prime short-term', 'rates said', 'VBN JJ JJ', 'NNS VBD', 'money paid for the use of money'
'business partly below-market', 'rates said', 'NN RB JJ', 'NNS VBD', 'money paid for the use of money'
'sufficient pay cash', 'obligations foreseeable future', 'JJ VB NN', 'NNS JJ NN', 'money paid for the use of money'
'million 1989 whereas', 'savings selling parks', 'AB AB IN', 'NNS VBG NNS', 'money paid for the use of money'
'115 million reduced', 'expense', 'AB AB JJ', 'NN', 'money paid for the use of money'
'since failed make', 'payments june nearly', 'IN VBD VB', 'NNS NP RB', 'money paid for the use of money'
'demanded books recognized', 'women minorities third', 'VBD NNS VBD', 'NNS NNS NP', 'activity, etc. that one gives attention to'
'filing group Xs', 'best served exploring', 'NN NN POS', 'RB VBN VBG', 'advantage, advancement or favor'
'toward obtaining controlling', 'company', 'IN VBG NN', 'NN', 'a share in a company or business'
'missed c$ 400,000', 'payment c$ 6', 'VBD NN AB', 'NN NN AB', 'money paid for the use of money'
'letter make sure', 'business arrangement', 'NN VB JJ', 'NN NN', 'readiness to give attention'
'attract little customer', 'leave market makers', 'VBP JJ NN', 'VB NN NNS', 'readiness to give attention'
'kidder peabody still', 'becoming market makers', 'NP NP RB', 'VBG NN NNS', 'readiness to give attention'
'stock basket risky', 'public', 'NN NN JJ', 'NN', 'advantage, advancement or favor'
'25 % voting', 'uXsX airlines say', 'AB NN NN', 'NP NNS VBP', 'a share in a company or business'
'investments help hold', 'rates', 'NNS VBP VB', 'NNS', 'money paid for the use of money'
'national security strategic', 'uXsX trade representative', 'JJ NN JJ', 'NP NP NP', 'advantage, advancement or favor'
'dutch stepping', 'uXsX airlines already', 'NPS VBG', 'NP NNS RB', 'a share in a company or business'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'levels violate public', '', 'NNS VBP JJ', '', 'advantage, advancement or favor'
'', '1 point three-month', '', 'AB NN JJ', 'money paid for the use of money'
'', 'rates generally declining', '', 'NNS RB VBG', 'money paid for the use of money'
'', 'rates continue downward', '', 'NNS VB RB', 'money paid for the use of money'
'bush taken special', 'one issue', 'NP VBN JJ', 'AB NN', 'readiness to give attention'
'issue combines personal', 'sense political savvy', 'NN VBZ JJ', 'NN JJ NN', 'readiness to give attention'
'struggled dyslexia always', 'education', 'VBD NN RB', 'NN', 'readiness to give attention'
'international pressure reduce', 'rates bring dollar', 'JJ NN VB', 'NNS VB NN', 'money paid for the use of money'
'central bank lower', 'rates coming weeks', 'JJ NN JJR', 'NNS VBG NNS', 'money paid for the use of money'
'fed sets', 'rate policy much', 'NP VBZ', 'NN NN RB', 'money paid for the use of money'
'lower', 'rates reduce upward', 'JJR', 'NNS VBP JJ', 'money paid for the use of money'
'pressure dollar raising', 'rates last week', 'NN NN VBG', 'NNS JJ NN', 'money paid for the use of money'
'consistent advocate lowering', 'rates help domestic', 'JJ NN VBG', 'NNS VB JJ', 'money paid for the use of money'
'lean toward lower', 'rates economic conditions', 'VB IN JJR', 'NNS JJ NNS', 'money paid for the use of money'
'companies individuals expressed', 'purchasing principal assets', 'NNS NNS VBN', 'VBG JJ NNS', 'readiness to give attention'
'average one-percentage-point drop', 'rates - good', 'NP JJ NN', 'NNS ? JJ', 'money paid for the use of money'
'pursuit fees best', 'clients', 'NN NNS JJS', 'NNS', 'advantage, advancement or favor'
'federal reserve cut', 'rates coming weeks', 'NP NP VB', 'NNS VBG NNS', 'money paid for the use of money'
'less think long-term', 'rates nXt fall', 'JJR VBP JJ', 'NNS RB VB', 'money paid for the use of money'
'expects fed drive', 'rate federal funds', 'VBZ NP VB', 'NN JJ NNS', 'money paid for the use of money'
'certainly increases odds', 'rates move lower', 'RB VBZ NNS', 'NNS VB RBR', 'money paid for the use of money'
'', 'rates tumbled news', '', 'NNS VBD NN', 'money paid for the use of money'
'short-term', 'rates fell especially', 'JJ', 'NNS VBD RB', 'money paid for the use of money'
'around country drum', 'shares', 'IN NN VB', 'NNS', 'readiness to give attention'
'sharp rise european', 'rates last week', 'JJ NN JJ', 'NNS JJ NN', 'money paid for the use of money'
'strain high real', 'rates leave consumers', 'NN JJ JJ', 'NNS VBP NNS', 'money paid for the use of money'
'stocks warehouses usual', '', 'NNS NNS JJ', '', 'readiness to give attention'
'', 'stocks nXt fully', '', 'NNS RB RB', 'readiness to give attention'
'instead looking', 'rates inflation earnings', 'RB VBG', 'NNS NN NN', 'money paid for the use of money'
'optimism prospects lower', 'rates helped push', 'NN NNS JJR', 'NNS VBD VB', 'money paid for the use of money'
'another step lower', 'rates', 'DT NN VB', 'NNS', 'money paid for the use of money'
'accumulating shares may', 'buying company Xs', 'VBG NNS MD', 'VBG NN POS', 'readiness to give attention'
'resisting pressure cut', 'rates though analysts', 'VBG NN VB', 'NNS IN NNS', 'money paid for the use of money'
'effectively borrowing pay', 'dividends', 'RB VBG VB', 'NNS', 'money paid for the use of money'
'million along annual', '$ 120 million', 'AB IN JJ', 'NN AB AB', 'money paid for the use of money'
'fall partnership loses', '', 'VB NN VBZ', '', 'readiness to give attention'
'said fear higher', 'rates prompted investors', 'VBD NN JJR', 'NNS VBD NNS', 'money paid for the use of money'
'surge buying', 'jaguar saatchi AND', 'NN VBG', 'NP NP CC', 'readiness to give attention'
'players said rise', 'rates though undesirable', 'NNS VBD NN', 'NNS IN JJ', 'money paid for the use of money'
'lawson going high', 'rate medicine well', 'NP VBG JJ', 'NN NN RB', 'money paid for the use of money'
'24 % beneficial', 'french luxury goods', 'AB NN JJ', 'JJ NN NNS', 'a share in a company or business'
'gradual reduction uXsX', 'rates', 'JJ NN NP', 'NNS', 'money paid for the use of money'
'values eroded rising', 'rates', 'NNS VBN VBG', 'NNS', 'money paid for the use of money'
'price change plus', 'income - *interest', 'NN NN CC', 'NN ? NN', 'money paid for the use of money'
'', 'payments included losses', '', 'NNS VBN NNS', 'money paid for the use of money'
'rising', 'rates meanwhile battered', 'VBG', 'NNS RB VBN', 'money paid for the use of money'
'bond funds fall', 'rates rise', 'NN NNS VBP', 'NNS VB', 'money paid for the use of money'
'discount nXt pay', 'mature', 'NN RB VB', 'VBP', 'money paid for the use of money'
'', 'rates rising bit', '', 'NNS VBG NN', 'money paid for the use of money'
'economy accompanied lower', 'rates', 'NN VBN JJR', 'NNS', 'money paid for the use of money'
'backfire course', 'rates rise instead', 'VB NN', 'NNS VBP RB', 'money paid for the use of money'
'civilians function national', 'case war apparently', 'NNS VB JJ', 'NN NN RB', 'advantage, advancement or favor'
'debt levels high', 'rates durable-goods sales', 'NN NNS JJ', 'NNS NNS NNS', 'money paid for the use of money'
'company attributed strong', 'women Xs sportswear', 'NN VBD JJ', 'NNS POS NN', 'readiness to give attention'
'non-steel', 'currently contribute 3X5', 'JJ', 'RB VBP AB', 'a share in a company or business'
'britain Xs high', 'rates', 'NP POS JJ', 'NNS', 'money paid for the use of money'
'', 'acquiring bX altman', '', 'VBG NP NP', 'readiness to give attention'
'hooker Xs majority', 'specialty chain', 'NP POS NN', 'NN NN', 'a share in a company or business'
'already sold majority', 'parisian incX southern', 'RB VBN NN', 'NP NP JJ', 'a share in a company or business'
'filing failed make', 'payments june nearly', 'NN VBN VB', 'NNS NP RB', 'money paid for the use of money'
'53 million average', 'rate 9X3 %', 'AB AB JJ', 'NN AB NN', 'money paid for the use of money'
'sold 10 %', 'production-sharing contract indonesia', 'VBD AB NN', 'NN NN NP', 'a share in a company or business'
'said sale lowered', 'contract 24X3 %', 'VBD NN VBD', 'NN AB NN', 'a share in a company or business'
'increasing repsol Xs', '12X45 %', 'VBG NP POS', 'AB NN', 'a share in a company or business'
'allows retain sizable', 'northwest java contract', 'VBZ VB JJ', 'NP NP NN', 'a share in a company or business'
'whatever case public', 'herbal medicine rising', 'WDT NN JJ', 'JJ NN VBG', 'readiness to give attention'
'clients X best', 'priority actively live', 'NNS POS JJS', 'NN RB VB', 'advantage, advancement or favor'
'market cited higher', 'rates junk bonds', 'NN VBD JJR', 'NNS NN NNS', 'money paid for the use of money'
'corporate bonds sent', 'rates issues climbing', 'JJ NNS VBN', 'NNS NNS VBG', 'money paid for the use of money'
'profits higher corporate', 'payments moderating spending', 'NNS JJR JJ', 'NNS VBG NN', 'money paid for the use of money'
'reserve ease short-term', 'rates soon giving', 'NP VB JJ', 'NNS RB VBG', 'money paid for the use of money'
'bundesbank announced pushing', 'rates full percentage', 'NP VBD VBG', 'NNS JJ NN', 'money paid for the use of money'
'political influence withhold', 'payments state bank', 'JJ NN VB', 'NNS NN NN', 'money paid for the use of money'
'goal maintaining protected', '', 'NN VBG JJ', '', 'advantage, advancement or favor'
'also said expects', 'rates drop usually', 'RB VBD VBZ', 'NNS VB RB', 'money paid for the use of money'
'attributed activity drop', 'rates', 'VBD NN NN', 'NNS', 'money paid for the use of money'
'', 'bonds due 2022', '', 'NNS JJ AB', 'money paid for the use of money'
'bought sizable minority', 'telemunchen west german', 'VBD JJ NN', 'NP JJ JJ', 'a share in a company or business'
'', 'uniformity large part', '', 'NN JJ NN', 'advantage, advancement or favor'
'clogged market high', 'rates', 'VBD NN JJ', 'NNS', 'money paid for the use of money'
'kansan developed deep', 'eastern europe soviet', 'NP VBD JJ', 'NP NP NP', 'readiness to give attention'
'despite long', 'soviet union mrX', 'IN JJ', 'NP NP NP', 'readiness to give attention'
'mexico cuts debt', 'payments', 'NP NNS NN', 'NNS', 'money paid for the use of money'
'option cutting debt', 'payments providing new', 'NN VBG NN', 'NNS VBG JJ', 'money paid for the use of money'
'stations nXt expressed', 'moving prime time', 'NNS RB VBN', 'VBG JJ NN', 'readiness to give attention'
'remainder debt', '', 'NN NN', '', 'money paid for the use of money'
'service laced parochial', '', 'NP VBN JJ', '', 'advantage, advancement or favor'
'par plus accrued', 'purchase date', 'NN CC VBN', 'NN NN', 'money paid for the use of money'
'Xs cash annual', 'bill $ 155', 'POS NN JJ', 'NN NN AB', 'money paid for the use of money'
'figures nXt include', '$ 600 million', 'NNS RB VB', 'NN AB AB', 'money paid for the use of money'
'start paying cash', 'several years', 'VB VBG NN', 'JJ NNS', 'money paid for the use of money'
'hbj problem meeting', 'principal payments', 'NP NN VBG', 'JJ NNS', 'money paid for the use of money'
'democrat Xs expressed', 'mrX janson says', 'NP VBZ VBN', 'NP NP VBZ', 'readiness to give attention'
'mrX trump Xs', 'amr rumored weeks', 'NP NP POS', 'NP VBN NNS', 'readiness to give attention'
'uncertainty effects round', 'rate increases west', 'NN NNS NN', 'NN NNS NP', 'money paid for the use of money'
'', 'takeover stocks boosted', '', 'NN NNS VBD', 'readiness to give attention'
'rosewood denied takeover', 'saying merely wants', 'NP VBN NN', 'VBG RB VBZ', 'readiness to give attention'
'sharp rise foreign', 'rates', 'JJ NN JJ', 'NNS', 'money paid for the use of money'
'bank signaled rise', 'rates causing barclays', 'NN VBD NN', 'NNS VBG NP', 'money paid for the use of money'
'', 'rates said mickey', '', 'NNS VBD NP', 'money paid for the use of money'
'attracted broad investor', 'quickly snapped', 'VBD JJ NN', 'RB VBN', 'readiness to give attention'
'lower bundesbank raised', 'rates', 'JJR NP VBD', 'NNS', 'money paid for the use of money'
'nXt fall sharply', 'rate hikes widely', 'RB VB RB', 'NN NNS RB', 'money paid for the use of money'
'open', 'figures released coffee', 'JJ', 'NNS VBN NP', 'a share in a company or business'
'open', 'number contracts either', 'JJ', 'NN NNS RB', 'a share in a company or business'
'agreed acquire equity', 'geographic systems green', 'VBD VB NN', 'NP NP NP', 'a share in a company or business'
'uXsX foreign annual', 'rates guide general', 'NP JJ JJ', 'NNS NN JJ', 'money paid for the use of money'
'dollar strengthened despite', 'rate increases europe', 'NN VBD IN', 'NN NNS NP', 'money paid for the use of money'
'expecting bundesbank raise', 'rates full point', 'VBG NP VB', 'NNS JJ NN', 'money paid for the use of money'
'willing let market', 'rates edge higher', 'JJ VB NN', 'NNS VB RBR', 'money paid for the use of money'
'relatively high uXsX', 'rates compared germany', 'RB JJ NP', 'NNS VBN NP', 'money paid for the use of money'
'purchase 60 %', 'cit group holdings', 'NN AB NN', 'NP NP NP', 'a share in a company or business'
'attorney Xs fees', 'costs', 'NN POS NNS', 'NNS', 'money paid for the use of money'
'12-nation community share', 'stability avoiding oil-price', 'JJ NN VBP', 'NN VBG JJ', 'readiness to give attention'
'tokyo', 'rate worries muted', 'NP', 'NN NNS JJ', 'money paid for the use of money'
'profits harmed high', 'rates', 'NNS VBN JJ', 'NNS', 'money paid for the use of money'
'go making higher', 'rates nXt going', 'VB VBG JJR', 'NNS RB VBG', 'money paid for the use of money'
'expectations west german', 'rate increase encouraged', 'NNS JJ JJ', 'NN NN VBD', 'money paid for the use of money'
'refiners attracted buying', 'local news report', 'NNS VBD NN', 'JJ NN NN', 'readiness to give attention'
'% payments minority', '1X37 billion francs', 'NN NNS NN', 'AB AB NNS', 'a share in a company or business'
'pressure', 'rates stiff competition', 'NN', 'NNS JJ NN', 'money paid for the use of money'
'profit taxes minority', 'special items rose', 'NN NNS NN', 'JJ NNS VBD', 'a share in a company or business'
'bundesbank raised official', 'rates full percentage', 'NP VBD JJ', 'NNS JJ NN', 'money paid for the use of money'
'germany Xs benchmark', 'rates highest level', 'NP POS JJ', 'NNS JJS NN', 'money paid for the use of money'
'swapping columbia Xs', 'burbank studio old', 'VBG NP POS', 'NP NN JJ', 'a share in a company or business'
'$ 50 million', 'films batman rainman', 'NN AB AB', 'NNS NP NP', 'a share in a company or business'
